Principal City,Detection Value,Water System ID,Water System Name,Lab Sample No.,Collection Date,Sample Type,Analyte Code,Analyte Name,Sampling Point ID,Monitoring Period Begin Date,Monitoring Period End Date,WSF ID,Sampling Point Type
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_537,2/5/2026,RT,2811,PERFLUOROTRIDECANOIC ACID (PFTRDA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3093600,SMITHFIELD FRESH MEATS CORP. - SOUTH,2601443-004_537,2/5/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<1.9298 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-1-A,1/14/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9238 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-5-A,1/14/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP033       ,,,EP033,EP
 ,<1.926 NG/L     ,VA3095490,JCSA - CENTRAL SYSTEM,810-178204-A-7-A,1/14/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP039       ,,,EP039,EP
 ,<0.4 NG/L     ,VA3053360,HISTORIC SOUTHSIDE H. S. EDUCATION CENTE,JE04764-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,2.4 NG/L     ,VA3053360,HISTORIC SOUTHSIDE H. S. EDUCATION CENTE,JE04764-01,5/21/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-01,5/21/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-01,5/21/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
 ,0.6 NG/L     ,VA3053305,DINWIDDIE COUNTY COURTHOUSE (NEW),JE04767-01,5/21/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093380,OWENS SUBDIVISION,JF01691-01,6/8/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA3093380,OWENS SUBDIVISION,JF01691-01,6/8/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093380,OWENS SUBDIVISION,JF01691-01,6/8/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA3093322,LAWNES POINT,JF01695-01,6/8/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093322,LAWNES POINT,JF01695-01,6/8/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,HL04001-01,12/20/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,HL04001-01,12/20/2024,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4073735,R&L TRAILER PARK,HL04001-03,12/20/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550775,SUNRAY ARTESIAN WATER SUPPLY,IA00163-03,12/31/2024,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3093322,LAWNES POINT,IA02396-02,1/15/2025,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3093400,RESCUE WATERWORKS,IA04761-01,1/15/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3095045,BROOKS` DUPLEXES,IB04141-01,2/26/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3149620,PRINCE GEORGE WOODS ESTATES,IC02278-02,3/10/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3149620,PRINCE GEORGE WOODS ESTATES,IC02278-02,3/10/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3181250,"CLAREMONT, TOWN OF",IC02656-01,3/12/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3181700,SCOTTLAND RIVERVIEW WATER SUPPLY,IC02656-03,3/12/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3181700,SCOTTLAND RIVERVIEW WATER SUPPLY,IC02656-03,3/12/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131008,ARLINGTON PLANTATION,IC03835-01,3/19/2025,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131008,ARLINGTON PLANTATION,IC03835-01,3/19/2025,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131008,ARLINGTON PLANTATION,IC03835-01,3/19/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3175170,"CAPRON, TOWN OF",IC04582-01,3/26/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<1.8 NG/L     ,VA3175300,DREWRYVILLE,IC04600-01,3/26/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3175710,SILVERLEAF CORP,ID00044-01,3/31/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3175710,SILVERLEAF CORP,ID00044-01,3/31/2025,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3175461,KINGSDALE - MOSELEY,ID00049-01,3/31/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9 NG/L     ,VA3175461,KINGSDALE - MOSELEY,ID00049-01,3/31/2025,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3175282,DARDEN`S MILL ESTATES,ID00328-01,4/1/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001745,ROLLING ACRES SUBDIVISION,ID04460-01,4/23/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3001745,ROLLING ACRES SUBDIVISION,ID04460-01,4/23/2025,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-A-1-A,5/19/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-A-1-A,5/19/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-A-1-A,5/19/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-A-1-A,5/19/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-A-1-A,5/19/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-B-1-A,5/19/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550615,NALF FENTRESS FIELD,810-193176-B-1-A,5/19/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115705,NORTH RIVER PARK,JE01334-01,5/4/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115705,NORTH RIVER PARK,JE01334-01,5/4/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149280,ROUTE 301 SYSTEM,JE01342-01,5/5/2026,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA3149280,ROUTE 301 SYSTEM,JE01342-01,5/5/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149280,ROUTE 301 SYSTEM,JE01342-01,5/5/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3149280,ROUTE 301 SYSTEM,JE01342-03,5/5/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA3175370,SOUTHAMPTON POWER STATION,ENTRY_1125-862,11/13/2025,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
WILLIAMSBURG CITY,<1.9 NG/L     ,VA3830850,"WILLIAMSBURG, CITY OF",810-174702-A-1-A,12/9/2025,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131120,"CAPE CHARLES, TOWN OF",78088701-PFAS,2/19/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131120,"CAPE CHARLES, TOWN OF",78088701-PFAS,2/19/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3131120,"CAPE CHARLES, TOWN OF",78088701-PFAS,2/19/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3181800,SURRY POWER STATION,PWSID 3181800,2/8/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA3181802,VA POWER CONSTRUCTION SITE,PWSID 3181802,2/8/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<1.9091 NG/L     ,VA3095317,GLENWOOD ACRES-JCSA,810-178210-A-1-A,1/14/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<1.9091 NG/L     ,VA3095317,GLENWOOD ACRES-JCSA,810-178210-A-1-A,1/14/2026,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<1.9142 NG/L     ,VA3095760,RETREAT (JCSA),810-178212-A-1-A,1/14/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<1.9708 NG/L     ,VA3095862,WEXFORD HILLS - JCSA,810-178991-A-1-A,1/22/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.6 NG/L     ,VA4073335,GRAND KIDS,JF02797-01,6/11/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA4073335,GRAND KIDS,JF02797-01,6/11/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4073335,GRAND KIDS,JF02797-01,6/11/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4073335,GRAND KIDS,JF02797-01,6/11/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093200,DAYS POINT,JF02553-01,6/10/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093400,RESCUE WATERWORKS,JF02554-01,6/10/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP002       ,,,EP002,EP
 ,<0.5 NG/L     ,VA3093400,RESCUE WATERWORKS,JF02554-01,6/10/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3093400,RESCUE WATERWORKS,JF02554-01,6/10/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3093400,RESCUE WATERWORKS,JF02554-01,6/10/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<0.4 NG/L     ,VA3093400,RESCUE WATERWORKS,JF02554-01,6/10/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
 ,<0.6 NG/L     ,VA3093160,CARROLLTON MEDICAL BUILDING,JF02556-01,6/10/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093160,CARROLLTON MEDICAL BUILDING,JF02556-01,6/10/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA3093160,CARROLLTON MEDICAL BUILDING,JF02556-01,6/10/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093160,CARROLLTON MEDICAL BUILDING,JF02556-01,6/10/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA3093160,CARROLLTON MEDICAL BUILDING,JF02556-01,6/10/2026,RT,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115350,GWYNNS ISLAND CONDO,JE04744-01,5/21/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115400,CHESAPEAKE SHORES,CHESAPEAKE SHORE,2/19/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115400,CHESAPEAKE SHORES,CHESAPEAKE SHORE,2/19/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115400,CHESAPEAKE SHORES,CHESAPEAKE SHORE FB,2/19/2026,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4073735,R&L TRAILER PARK,JF02794-01,6/11/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-154059-A-1-B,6/26/2025,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-154059-A-1-B,6/26/2025,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP002       ,,,EP002,EP
 ,<2 NG/L     ,VA4115450,COBBS SHORES,COBBS SHORE,7/25/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115450,COBBS SHORES,COBBS SHORE FB,7/25/2024,FB,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<2 NG/L     ,VA4115450,COBBS SHORES,COBBS SHORE FB,7/25/2024,FB,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE,3/23/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE,3/23/2026,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE,3/23/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE,3/23/2026,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE,3/23/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",PINES,3/23/2026,RT,2823,PERFLUORO PFMPA,EP002       ,,,EP002,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE FIELD BLANK,3/23/2026,FB,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE FIELD BLANK,3/23/2026,FB,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",CRANE FIELD BLANK,3/23/2026,FB,2826,PERFLUORO PFEESA ,EP001       ,,,EP001,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",PINES FIELD BLANK,3/23/2026,FB,2808,PERFLUORODODECANOIC ACID (PFDOA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",PINES FIELD BLANK,3/23/2026,FB,2806,PERFLUOROCTANOIC ACID (PFOA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",PINES FIELD BLANK,3/23/2026,FB,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<2 NG/L     ,VA3550007,"ATLANTIC  YACHT BASIN, INC.",PINES FIELD BLANK,3/23/2026,FB,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP002       ,,,EP002,EP
 ,<1.89 NG/L     ,VA3175860,WHITE TAIL RESORT,WELL 1,3/18/2026,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),RW001       ,,,WL001,RW
 ,<1.89 NG/L     ,VA3175860,WHITE TAIL RESORT,WELL 1,3/18/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),RW001       ,,,WL001,RW
 ,<1.85 NG/L     ,VA3175860,WHITE TAIL RESORT,WELL 2,3/18/2026,RT,2826,PERFLUORO PFEESA ,RW002       ,,,WL002,RW
 ,<1.85 NG/L     ,VA3175860,WHITE TAIL RESORT,WELL 2,3/18/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),RW002       ,,,WL002,RW
 ,<0.46 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2825,PERFLUORO PFMBA ,WL001       ,,,WL001,RW
 ,<0.46 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2823,PERFLUORO PFMPA,WL001       ,,,WL001,RW
 ,<1.4 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2808,PERFLUORODODECANOIC ACID (PFDOA),WL001       ,,,WL001,RW
 ,<0.46 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0554,3/12/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),WL001       ,,,WL001,RW
 ,<0.93 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2819,PERFLUOROBUTANOIC ACID (PFBA) ,WL002       ,,,WL002,RW
 ,<0.47 NG/L     ,VA3131150,CHESAPEAKE BAY BRIDGE TUNNEL,26-0555,3/12/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),WL002       ,,,WL002,RW
HOPEWELL CITY,<2 NG/L     ,VA3670800,VIRGINIA-AMERICAN WATER CO.,79281801-PFAS,4/20/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,EP002,EP
HOPEWELL CITY,<2 NG/L     ,VA3670800,VIRGINIA-AMERICAN WATER CO.,79281801-PFAS,4/20/2026,RT,2826,PERFLUORO PFEESA ,EP002       ,,,EP002,EP
HOPEWELL CITY,2.8 NG/L     ,VA3670800,VIRGINIA-AMERICAN WATER CO.,79281801-PFAS,4/20/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP002       ,,,EP002,EP
HOPEWELL CITY,<5 NG/L     ,VA3670800,VIRGINIA-AMERICAN WATER CO.,79281801-PFAS,4/20/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-A-1-B,12/16/2024,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-A-1-B,12/16/2024,RT,2802,PERFLUOROHEPTANOIC ACID (PFHPA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2828,PERFLUOROPENTANESULFONIC ACID (PFPES) ,EP002       ,,,EP002,EP
CHESAPEAKE CITY,<1.9 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2812,PERFLUOROUNDECANOIC ACID (PFUNA),EP002       ,,,EP002,EP
CHESAPEAKE CITY,2.7 NG/L     ,VA3550620,NAVAL SUPPORT ACTIVITY-NW,810-132030-B-1-A,12/16/2024,RT,2803,PERFLUOROHEXANE SULFONIC ACID (PFHxS),EP002       ,,,EP002,EP
 ,<0.42 NG/L     ,VA3001500,NASA WALLOPS FLIGHT FACILITY,35031830001PFAS,4/21/2026,RT,2801,PERFLUOROBUTANE SULFONIC ACID (PFBS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115643,MATHEWS HIGH SCHOOL,JE01282-01,5/4/2026,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA4115643,MATHEWS HIGH SCHOOL,JE01282-01,5/4/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115643,MATHEWS HIGH SCHOOL,JE01282-01,5/4/2026,RT,2804,PERFLUORONONANOIC ACID (PFNA),EP001       ,,,EP001,EP
 ,1 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.7 NG/L     ,VA4115646,THOMAS HUNTER SCHOOL,JE01284-01,5/4/2026,RT,2806,PERFLUOROCTANOIC ACID (PFOA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2829,PERFLUOROHEPTANESULFONIC ACID (PFHPS) ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2824,PERFLUOROPENTANOIC ACID (PFPEA) ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115601, MATHEWS ELEMENTARY SCHOOL,JE01285-01,5/4/2026,RT,2820,PERFLUOROOCTANE SULFONIC ACID 6:2 FTS ,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2825,PERFLUORO PFMBA ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2822,PERFLUORODECANE SULFONIC ACID 8:2 FTS ,EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2821,PERFLUOROHEXANE SULFONIC ACID 4:2 FTS,EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4115740,RIVERSIDE CONVALESCENT CENTER,JE01286-01,5/4/2026,RT,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),EP001       ,,,EP001,EP
 ,<0.4 NG/L     ,VA4073700,RAPPAHANNOCK COMMUNITY COLLEGE,JE04754-01,5/21/2026,RT,2809,PERFLUOROHEXANOIC ACID (PFHXA),EP001       ,,,EP001,EP
 ,<0.5 NG/L     ,VA4073700,RAPPAHANNOCK COMMUNITY COLLEGE,JE04754-01,5/21/2026,RT,2807,PERFLUORODECANOIC ACID (PFDA),EP001       ,,,EP001,EP
